2024-01-02 20:01:103 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 20:01:639 INFO  ProductPage :101 - Getting all product text[[ChromeDriver: chrome on windows (7a078678a37ef09b5705630fa46abfa6)] -> xpath: //h2[normalize-space()='All Products']]
2024-01-02 20:01:724 INFO  ProductPage :124 - Sending the data to search product field [[ChromeDriver: chrome on windows (7a078678a37ef09b5705630fa46abfa6)] -> id: search_product]
2024-01-02 20:01:218 INFO  ProductPage :129 - Clicking on search button[[ChromeDriver: chrome on windows (7a078678a37ef09b5705630fa46abfa6)] -> xpath: //i[@class='fa fa-search']]
2024-01-02 20:01:233 INFO  ProductPage :133 - Verifying the searched Products text[[ChromeDriver: chrome on windows (7a078678a37ef09b5705630fa46abfa6)] -> xpath: //h2[normalize-space()='Searched Products']]
2024-01-02 20:01:256 INFO  ProductPage :138 - Getting Searched Product name: [[ChromeDriver: chrome on windows (7a078678a37ef09b5705630fa46abfa6)] -> xpath: //div[@class='productinfo text-center']//p]
2024-01-02 20:01:410 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 20:01:110 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 20:01:134 INFO  HomePage :148 - Clicking on header option Product : [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //a[@href='/products']]
2024-01-02 20:01:459 INFO  ProductPage :109 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 20:01:504 INFO  ProductPage :116 - Click on Blue Top Add to Cart button : [[[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 20:01:107 INFO  ProductPage :160 - Clicking on continuer shopping button : [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //button[normalize-space()='Continue Shopping']]
2024-01-02 20:01:253 INFO  ProductPage :109 - Hovering mouse over Men Tshirt : [[[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 20:01:276 INFO  ProductPage :116 - Click on Men Tshirt Add to Cart button : [[[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 20:01:541 INFO  ProductPage :144 - Clicking on the view cart link: [[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //u[normalize-space()='View Cart']]
2024-01-02 20:01:566 INFO  ShoppingCartPage :62 - Getting Blue Top from shopping cart : [[[ChromeDriver: chrome on windows (10ed5623e8e58073a8c0f67aa49e3206)] -> xpath: //td[@class = 'cart_description']/h4/a]]
2024-01-02 20:01:724 INFO  ManageBrowser :31 - launching chrome browser
2024-01-02 20:01:796 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 20:01:824 INFO  HomePage :118 - Clicking on header option Signup/Login : [[ChromeDriver: chrome on windows (c81602eade96d68868225f01fa30481e)] -> xpath: //a[normalize-space()='Signup / Login']]
2024-01-02 20:01:662 INFO  HomePage :61 - Getting text as New User Signup! : [[ChromeDriver: chrome on windows (c81602eade96d68868225f01fa30481e)] -> xpath: //h2[normalize-space()='New User Signup!']]
2024-01-02 20:01:775 INFO  HomePage :73 - Sending the name text to signup field : [[ChromeDriver: chrome on windows (c81602eade96d68868225f01fa30481e)] -> xpath: //input[@data-qa='signup-email']]
2024-01-02 20:01:820 INFO  HomePage :75 - Sending the email text to signup field : [[ChromeDriver: chrome on windows (c81602eade96d68868225f01fa30481e)] -> xpath: //input[@data-qa='signup-email']]
2024-01-02 20:01:227 INFO  HomePage :91 - Clicking on Signup button : [[ChromeDriver: chrome on windows (c81602eade96d68868225f01fa30481e)] -> xpath: //button[normalize-space()='Signup']]
2024-01-02 20:01:279 INFO  RegisterPage :104 - Selecting radio button Mrs.
2024-01-02 20:01:380 INFO  RegisterPage :107 - Sending password to password field[[ChromeDriver: chrome on windows (c81602eade96d68868225f01fa30481e)] -> id: password]
2024-01-02 20:01:472 INFO  RegisterPage :109 - Selecting day from Day dropdown in DOB21
2024-01-02 20:01:550 INFO  RegisterPage :111 - Selecting month from Month dropdown in DOBMarch
2024-01-02 20:01:626 INFO  RegisterPage :113 - Selecting year from Year dropdown in DOB1995
2024-01-02 20:01:707 INFO  RegisterPage :115 - Sending firstname to First Name field[[ChromeDriver: chrome on windows (c81602eade96d68868225f01fa30481e)] -> id: first_name]
2024-01-02 20:01:768 INFO  RegisterPage :117 - Sending lastname to Last Name fieldPansuriya
2024-01-02 20:01:827 INFO  RegisterPage :119 - Sending address1 to Address1 fieldVrajbhumi
2024-01-02 20:01:879 INFO  RegisterPage :121 - Sending address2 to Address2 fieldvraj
2024-01-02 20:01:932 INFO  RegisterPage :123 - Selecting country from Country dropdownIndia
2024-01-02 20:01:986 INFO  RegisterPage :125 - Sending state to State fieldGujarat
2024-01-02 20:01:40 INFO  RegisterPage :127 - Sending city to City fieldSurat
